rank,word,total,length
46408,trans-fat,34,
46409,bare-root,34,
46410,intifadeh,34,
46411,coffeecake,34,
46412,consumer-directed,34,
46413,carbon-free,34,
46414,rennet,34,
46415,widely-held,34,
46416,participial,34,
46417,nilgai,34,
46418,chromoly,34,
46419,hatchery-reared,34,
46420,non-life-threatening,34,
46421,bi-district,34,
46422,javan,34,
46423,otalgia,34,
46424,agro-environmental,34,
46425,self-advocate,34,
46426,squeezebox,34,
46427,blackfish,34,
46428,wingspread,34,
46429,hydrogeologic,34,
46430,wineshop,34,
46431,disyllabic,34,
46432,geoengineering,34,
46433,mopping,34,
46434,teff,34,
46435,mini-mill,34,
46436,meristem,34,
46437,idolization,34,
46438,ascender,34,
46439,hutong,34,
46440,electric-car,34,
46441,sphenopalatine,34,
46442,gnomon,34,
46443,tough-as-nails,33,
46444,anti-affirmative,33,
46445,cigar-chomping,33,
46446,feet-first,33,
46447,innocuously,33,
46448,sex-crazed,33,
46449,stilled,33,
46450,unlamented,33,
46451,emaciation,33,
46452,smart-alecky,33,
46453,laid-out,33,
46454,co-inventor,33,
46455,furled,33,
46456,court-mandated,33,
46457,sealed-off,33,
46458,frigidity,33,
46459,unleashing,33,
46460,slower-moving,33,
46461,snug-fitting,33,
46462,day-glo,33,
46463,telephonic,33,
46464,four-track,33,
46465,bone-crushing,33,
46466,freshet,33,
46467,zonk,33,
46468,straitened,33,
46469,water-holding,33,
46470,data-storage,33,
46471,slenderness,33,
46472,uncredited,33,
46473,flabbergast,33,
46474,outer-space,33,
46475,deaf-mute,33,
46476,now-deceased,33,
46477,longer-lived,33,
46478,self-managed,33,
46479,indecorous,33,
46480,money-raising,33,
46481,salt-of-the-earth,33,
46482,inexcusably,33,
46483,oversexed,33,
46484,snatching,33,
46485,overdramatize,33,
46486,teacherly,33,
46487,osteopath,33,
46488,dance-hall,33,
46489,candy-striped,33,
46490,ocean-front,33,
46491,glasslike,33,
46492,yale-educated,33,
46493,southern-fried,33,
46494,squareness,33,
46495,anti-china,33,
46496,early-nineteenth-century,33,
46497,velvet-lined,33,
46498,hip-deep,33,
46499,long-vanished,33,
46500,liquify,33,
46501,boxful,33,
46502,well-fitting,33,
46503,benched,33,
46504,olive-drab,33,
46505,tan-colored,33,
46506,traffic-choked,33,
46507,well-turned,33,
46508,flaking,33,
46509,yellow-bellied,33,
46510,more-sophisticated,33,
46511,much-deserved,33,
46512,solid-color,33,
46513,right-center,33,
46514,ever-smaller,33,
46515,pre-screening,33,
46516,sketched,33,
46517,dazzled,33,
46518,outthink,33,
46519,low-tax,33,
46520,unwonted,33,
46521,horsehide,33,
46522,standard-sized,33,
46523,pipe-smoking,33,
46524,reformatory,33,
46525,routinized,33,
46526,inside-the-park,33,
46527,votary,33,
46528,retrofitted,33,
46529,back-to-nature,33,
46530,horse-riding,33,
46531,polysyllabic,33,
46532,communist-era,33,
46533,houri,33,
46534,polled,33,
46535,pump-action,33,
46536,polychromatic,33,
46537,alternative-rock,33,
46538,piebald,33,
46539,mid-1950,33,
46540,big-haired,33,
46541,self-designated,33,
46542,predecease,33,
46543,water-stained,33,
46544,smoulder,33,
46545,full-employment,33,
46546,electric-power,33,
46547,loftlike,33,
46548,pearl-gray,33,
46549,smacker,33,
46550,showier,33,
46551,playact,33,
46552,soon-to-be-released,33,
46553,least-known,33,
46554,disproportional,33,
46555,early-summer,33,
46556,deafeningly,33,
46557,west-side,33,
46558,perceiving,33,
46559,out-and-back,33,
46560,fourth-highest,33,
46561,reapplication,33,
46562,ringless,33,
46563,youthful-looking,33,
46564,viscose,33,
46565,penalty-free,33,
46566,woozily,33,
46567,oil-related,33,
46568,addressable,33,
46569,unutterably,33,
46570,dry-season,33,
46571,salt-tolerant,33,
46572,subclass,33,
46573,lead-lined,33,
46574,bad-ass,33,
46575,unconsidered,33,
46576,clear-thinking,33,
46577,transversely,33,
46578,mid-sixteenth,33,
46579,interurban,33,
46580,spelunker,33,
46581,juiciness,33,
46582,mimeograph,33,
46583,deliverymen,33,
46584,unconscionably,33,
46585,gussied-up,33,
46586,on-snow,33,
46587,pronation,33,
46588,oil-fired,33,
46589,near-impossible,33,
46590,up-close-and-personal,33,
46591,hybridized,33,
46592,ricer,33,
46593,admonitory,33,
46594,pre-show,33,
46595,side-mounted,33,
46596,coruscate,33,
46597,non-aggression,33,
46598,midbrain,33,
46599,guided-missile,33,
46600,compact-disc,33,
46601,underwire,33,
46602,waxwing,33,
46603,acuteness,33,
46604,ball-bearing,33,
46605,late-1990s,33,
46606,non-factor,33,
46607,stare-down,33,
46608,privately-owned,33,
46609,hellishly,33,
46610,courty,33,
46611,blue-and-yellow,33,
46612,aleatory,33,
46613,hypochondriacal,33,
46614,bikeway,33,
46615,back-to-the-land,33,
46616,contrasty,33,
46617,light-tackle,33,
46618,non-mormon,33,
46619,sub-freezing,33,
46620,gobbet,33,
46621,hormone-like,33,
46622,oilseed,33,
46623,well-insulated,33,
46624,yemenite,33,
46625,bottom-up,33,
46626,misanthropy,33,
46627,poppy-seed,33,
46628,high-caste,33,
46629,game-breaking,33,
46630,strumming,33,
46631,affaire,33,
46632,subject-object,33,
46633,nymphet,33,
46634,hotplate,33,
46635,person-environment,33,
46636,graffiti-covered,33,
46637,healthfulness,33,
46638,in-place,33,
46639,world-changing,33,
46640,merganser,33,
46641,half-human,33,
46642,metal-rich,33,
46643,continuing-care,33,
46644,self-consistent,33,
46645,epiphytic,33,
46646,gleanings,33,
46647,wizardly,33,
46648,check-off,33,
46649,hard-throwing,33,
46650,gravid,33,
46651,shade-loving,33,
46652,stroboscopic,33,
46653,new-school,33,
46654,truth-seeking,33,
46655,open-endedness,33,
46656,central-city,33,
46657,subjectivist,33,
46658,crocodilian,33,
46659,video-editing,33,
46660,nine-millimeter,33,
46661,rich-poor,33,
46662,piloting,33,
46663,gibbet,33,
46664,headship,33,
46665,cash-starved,33,
46666,reincorporation,33,
46667,overprotection,33,
46668,high-price,33,
46669,black-jewish,33,
46670,transdermal,33,
46671,gunbattle,33,
46672,most-popular,33,
46673,alienness,33,
46674,brownness,33,
46675,fluoridation,33,
46676,pharmacokinetics,33,
46677,free-swimming,33,
46678,pro-taliban,33,
46679,corruptly,33,
46680,vileness,33,
46681,superorganism,33,
46682,ungloved,33,
46683,tech-heavy,33,
46684,psycho-spiritual,33,
46685,non-athlete,33,
46686,dark-complexioned,33,
46687,sheathed,33,
46688,snoot,33,
46689,psychometrics,33,
46690,barbadian,33,
46691,remunerate,33,
46692,experience-based,33,
46693,cracklings,33,
46694,reconditioned,33,
46695,tax-writing,33,
46696,three-state,33,
46697,license-plate,33,
46698,drag-and-drop,33,
46699,apposition,33,
46700,gin-and-tonic,33,
46701,two-cycle,33,
46702,edibility,33,
46703,ghettoization,33,
46704,wide-mouth,33,
46705,end-times,33,
46706,endoscopically,33,
46707,pro-china,33,
46708,countable,33,
46709,inter-individual,33,
46710,dentition,33,
46711,intra-abdominal,33,
46712,hyperthermia,33,
46713,moussaka,33,
46714,enterprise-wide,33,
46715,prole,33,
46716,doorless,33,
46717,farsi,33,
46718,practicability,33,
46719,palsied,33,
46720,user-friendliness,33,
46721,unusualness,33,
46722,anti-satellite,33,
46723,five-four,33,
46724,ninety-minute,33,
46725,domestic-policy,33,
46726,jackdaw,33,
46727,modern-dance,33,
46728,wrasse,33,
46729,combat-related,33,
46730,sleep-related,33,
46731,cryopreservation,33,
46732,insurable,33,
46733,solar-power,33,
46734,spectroscopist,33,
46735,anti-counterfeiting,33,
46736,shelf-stable,33,
46737,lobular,33,
46738,mezuzah,33,
46739,bionics,33,
46740,joycean,33,
46741,social-cultural,33,
46742,pre-state,33,
46743,illuminati,33,
46744,bike-friendly,33,
46745,countersink,33,
46746,masturbator,33,
46747,biochip,33,
46748,enhancing,33,
46749,anastomosis,33,
46750,non-certified,33,
46751,springbok,33,
46752,neutralizer,33,
46753,diesel-electric,33,
46754,stoma,33,
46755,best-in-class,33,
46756,efflux,33,
46757,small-firm,33,
46758,hyperpigmentation,33,
46759,below-the-belt,33,
46760,dosimeter,33,
46761,formula-fed,33,
46762,zirconia,33,
46763,ripcord,33,
46764,spliff,33,
46765,limited-entry,33,
46766,summer-league,33,
46767,bundler,33,
46768,airshaft,33,
46769,recharging,33,
46770,sinusoid,33,
46771,plyometrics,33,
46772,steamiest,33,
46773,jaybird,33,
46774,pascalian,33,
46775,orphic,33,
46776,control-group,33,
46777,principal-agent,33,
46778,organised,33,
46779,bushmaster,33,
46780,junkman,33,
46781,heteronomous,33,
46782,catholic-jewish,33,
46783,schmo,33,
46784,extradiegetic,33,
46785,redbone,33,
46786,soldiering,33,
46787,transposed,33,
46788,independent-counsel,33,
46789,out-of-seat,33,
46790,phishing,33,
46791,serotype,33,
46792,longneck,33,
46793,extruder,33,
46794,rule-of-law,33,
46795,bridgedeck,33,
46796,gyp,33,
46797,mannitol,33,
46798,lav,33,
46799,afforestation,33,
46800,low-gi,33,
46801,lebensraum,33,
46802,scratchboard,33,
46803,fuehrer,33,
46804,quidditch,33,
46805,hydrogel,33,
46806,libero,33,
46807,coelacanth,33,
46808,deckle,33,
46809,zarzuela,33,
46810,proteinase,33,
46811,psycholinguist,33,
46812,mercuric,33,
46813,babydoll,33,
46814,heterojunction,33,
46815,rouille,33,
46816,aye-aye,33,
46817,perianth,33,
46818,allometry,33,
46819,anhydride,33,
46820,autogenics,33,
46821,vengefulness,32,
46822,cabalistic,32,
46823,dishpan,32,
46824,rain-drenched,32,
46825,check-writing,32,
46826,caterwaul,32,
46827,sniffing,32,
46828,wind-borne,32,
46829,get-acquainted,32,
46830,speeded-up,32,
46831,silver-tongued,32,
46832,wallet-sized,32,
46833,demythologize,32,
46834,runic,32,
46835,jerry-rigged,32,
46836,armor-plated,32,
46837,sheerly,32,
46838,cajoling,32,
46839,absoluteness,32,
46840,lunch-hour,32,
46841,mothballed,32,
46842,tended,32,
46843,overstretched,32,
46844,over-inflated,32,
46845,state-licensed,32,
46846,heat-loving,32,
46847,gun-wielding,32,
46848,duck-billed,32,
46849,mixed-breed,32,
46850,drabness,32,
46851,thimbleful,32,
46852,incorrigibly,32,
46853,adult-oriented,32,
46854,near-unanimous,32,
46855,room-sized,32,
46856,little-understood,32,
46857,desultorily,32,
46858,pied-a-terre,32,
46859,premonitory,32,
46860,importunate,32,
46861,head-butt,32,
46862,vice-chancellor,32,
46863,oarlock,32,
46864,intermediate-level,32,
46865,lawn-care,32,
46866,well-baby,32,
46867,sandbagged,32,
46868,repairable,32,
46869,oppressiveness,32,
46870,elliptically,32,
46871,abash,32,
46872,disbanding,32,
46873,half-block,32,
46874,state-operated,32,
46875,open-handed,32,
46876,sanguinary,32,
46877,espy,32,
46878,injection-molded,32,
46879,barrel-shaped,32,
46880,four-square,32,
46881,infectiously,32,
46882,fortissimo,32,
46883,state-subsidized,32,
46884,advanced-placement,32,
46885,tackiness,32,
46886,multiplying,32,
46887,concealing,32,
46888,open-eyed,32,
46889,blue-flowered,32,
46890,tenderizer,32,
46891,rapeseed,32,
46892,crassness,32,
46893,unvaccinated,32,
46894,leftmost,32,
46895,canoodle,32,
46896,overfed,32,
46897,pain-killing,32,
46898,bed-wetting,32,
46899,overpressure,32,
46900,small-screen,32,
46901,non-functioning,32,
46902,wall-eyed,32,
46903,quarter-sized,32,
46904,non-obvious,32,
46905,disturber,32,
46906,refashioning,32,
46907,two-second,32,
46908,restyled,32,
46909,endurable,32,
46910,disease-ridden,32,
46911,controvert,32,
46912,three-foot-high,32,
46913,silk-screened,32,
46914,kid-size,32,
46915,mobilized,32,
46916,prefiguration,32,
46917,semi-dark,32,
46918,bogy,32,
46919,postdate,32,
46920,six-plus,32,
46921,impelled,32,
46922,wicked-looking,32,
46923,turnbuckle,32,
46924,ballhandler,32,
46925,favoring,32,
46926,skinflint,32,
46927,talentless,32,
46928,forty-fourth,32,
46929,ninety-year-old,32,
46930,editorial-page,32,
46931,greenish-yellow,32,
46932,operating-system,32,
46933,solar-heated,32,
46934,food-producing,32,
46935,upper-deck,32,
46936,cellular-phone,32,
46937,atemporal,32,
46938,too-high,32,
46939,ink-black,32,
46940,shuffled,32,
46941,mullioned,32,
46942,waffling,32,
46943,myopically,32,
46944,dangly,32,
46945,seven-tenths,32,
46946,fifty-minute,32,
46947,circumstantially,32,
46948,half-ton,32,
46949,rubato,32,
46950,light-speed,32,
46951,conventionalized,32,
46952,justness,32,
46953,lowest-income,32,
46954,timecard,32,
46955,neo-marxist,32,
46956,fire-retardant,32,
46957,secretory,32,
46958,spuriously,32,
46959,human-centered,32,
46960,fiber-optics,32,
46961,quarantined,32,
46962,quasi-scientific,32,
46963,soldiery,32,
46964,six-foot-long,32,
46965,non-hostile,32,
46966,nine-inch,32,
46967,border-crossing,32,
46968,downstroke,32,
46969,self-correction,32,
46970,bandpass,32,
46971,reinvested,32,
46972,bear-hug,32,
46973,biowarfare,32,
46974,single-stranded,32,
46975,dreaminess,32,
46976,omnidirectional,32,
46977,unsuitability,32,
46978,polytheistic,32,
46979,spruced-up,32,
46980,opaquely,32,
46981,oil-stained,32,
46982,tragedian,32,
46983,camera-toting,32,
46984,buffet-style,32,
46985,newsy,32,
46986,toe-tapping,32,
46987,menu-driven,32,
46988,delouse,32,
46989,self-assertive,32,
46990,plastic-coated,32,
46991,buddy-buddy,32,
46992,fuming,32,
46993,fifty-first,32,
46994,assisted-suicide,32,
46995,malayan,32,
46996,sulphuric,32,
46997,sunshiny,32,
46998,well-tempered,32,
46999,not-so-great,32,
47000,oblation,32,
47001,anti-modern,32,
47002,never-say-die,32,
47003,baby-doll,32,
47004,forward-facing,32,
47005,unproduced,32,
47006,colonizing,32,
47007,hued,32,
47008,critical-care,32,
47009,funnest,32,
47010,latch-key,32,
47011,totaled,32,
47012,bling-bling,32,
47013,nominalism,32,
47014,shortish,32,
47015,dreariness,32,
47016,cruet,32,
47017,deodorizer,32,
47018,silky-smooth,32,
47019,baneful,32,
47020,equilibrate,32,
47021,lynchpin,32,
47022,two-wheel-drive,32,
47023,six-term,32,
47024,rouged,32,
47025,pen-based,32,
47026,highest-paying,32,
47027,namby-pamby,32,
47028,ruinously,32,
47029,four-pronged,32,
47030,forty-minute,32,
47031,depreciated,32,
47032,lacewing,32,
47033,lovastatin,32,
47034,downforce,32,
47035,clay-court,32,
47036,interconnectivity,32,
47037,extra-regional,32,
47038,enthronement,32,
47039,benefaction,32,
47040,ungraceful,32,
47041,undiplomatic,32,
47042,wiggling,32,
47043,undammed,32,
47044,better-funded,32,
47045,green-striped,32,
47046,west-southwest,32,
47047,chimeric,32,
47048,beseechingly,32,
47049,squirrelly,32,
47050,air-to-ground,32,
47051,red-carpeted,32,
47052,eggbeater,32,
47053,cut-and-paste,32,
47054,wide-reaching,32,
47055,quasi-military,32,
47056,half-remembered,32,
47057,jacked-up,32,
47058,wire-frame,32,
47059,hobgoblin,32,
47060,refused,32,
47061,dichotomized,32,
47062,data-entry,32,
47063,mirthlessly,32,
47064,syntactically,32,
47065,apperception,32,
47066,steel-blue,32,
47067,alluringly,32,
47068,usufruct,32,
47069,post-olympic,32,
47070,more-advanced,32,
47071,road-trip,32,
47072,substantiality,32,
47073,servomotor,32,
47074,one-click,32,
47075,foot-tall,32,
47076,distally,32,
47077,art-school,32,
47078,sun-soaked,32,
47079,out-of-this-world,32,
47080,public-safety,32,
47081,fabric-covered,32,
47082,instructionally,32,
47083,centralist,32,
47084,just-opened,32,
47085,bone-weary,32,
47086,detestation,32,
47087,well-spaced,32,
47088,townscape,32,
47089,electrophysiological,32,
47090,rightmost,32,
47091,hand-dyed,32,
47092,depersonalized,32,
47093,supercharge,32,
47094,ethnobotany,32,
47095,non-empirical,32,
47096,peeing,32,
47097,intention-to-treat,32,
47098,towline,32,
47099,downrigger,32,
47100,ticketless,32,
47101,meat-based,32,
47102,moorland,32,
47103,reddish-orange,32,
47104,butcher-block,32,
47105,home-brewed,32,
47106,lam,32,
47107,signal-processing,32,
47108,mid-2004,32,
47109,fidgeting,32,
47110,second-youngest,32,
47111,unforgivably,32,
47112,jacketed,32,
47113,team-by-team,32,
47114,perineal,32,
47115,disease-specific,32,
47116,levantine,32,
47117,sixth-place,32,
47118,dumb-ass,32,
47119,saponin,32,
47120,low-vision,32,
47121,collaborationist,32,
47122,red-bearded,32,
47123,cross-curricular,32,
47124,distention,32,
47125,strengthener,32,
47126,journeying,32,
47127,ragtop,32,
47128,excitatory,32,
47129,analysand,32,
47130,painted-on,32,
47131,rule-governed,32,
47132,pinch-hitter,32,
47133,spaghettini,32,
47134,pablum,32,
47135,zebu,32,
47136,imipramine,32,
47137,underdrawing,32,
47138,concubinage,32,
47139,knuckleballer,32,
47140,thin-crust,32,
47141,snow-dusted,32,
47142,carcinogenesis,32,
47143,direct-drive,32,
47144,precognitive,32,
47145,co-option,32,
47146,mid-twentieth-century,32,
47147,anthemic,32,
47148,linocut,32,
47149,commercial-scale,32,
47150,black-painted,32,
47151,cross-link,32,
47152,pine-scented,32,
47153,envelopment,32,
47154,human-sized,32,
47155,macro-structure,32,
47156,carbuncle,32,
47157,medkit,32,
47158,lepidopterist,32,
47159,pre-tested,32,
47160,gop-controlled,32,
47161,embayment,32,
47162,acid-fast,32,
47163,compensated,32,
47164,reconversion,32,
47165,best-fitting,32,
47166,technology-rich,32,
47167,kenotic,32,
47168,chestnut-colored,32,
47169,phlegmy,32,
47170,isinglass,32,
47171,distant-water,32,
47172,robusta,32,
47173,sight-reading,32,
47174,wetware,32,
47175,thrombocytopenia,32,
47176,seven-letter,32,
47177,mazy,32,
